"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"SFN200704050",61,"Debut game for Kevin Cameron","2007SFN.EVN.regular.comment.csv",2
"SFN200704080",75,"ej,bochb002,M,wintm901,Fair/foul call on double Giants Manager Bruce Bochy ejected by 1B umpire Mike Winters for arguing that Kent's fly had landed foul","2007SFN.EVN.regular.comment.csv",3
"SFN200704180",18,"Preceding play is really 1E5 at third base","2007SFN.EVN.regular.comment.csv",4
"SFN200704200",67,"Debut game for Mike Schultz","2007SFN.EVN.regular.comment.csv",5
"SFN200705010",42,"Debut game for Alberto Arias","2007SFN.EVN.regular.comment.csv",6
"SFN200705050",54,"ej,righd001,C,reynj901,Balls and strikes Giants Pitching Coach Dave Righetti ejected by 1B umpire Jim Reynolds for arguiing balls and strikes","2007SFN.EVN.regular.comment.csv",7
"SFN200705050",70,"Debut game for Yoel Hernandez $Hernandez surrenders homer to first batter faced in career","2007SFN.EVN.regular.comment.csv",8
"SFN200705060",1,"Debut game for Tim Lincecum","2007SFN.EVN.regular.comment.csv",9
"SFN200705060",42,"$during rundown, Victorino ran towards Vizquel on the infield grass and threw out his arms to make contact; called obstruction by umpire Cederstrom; originally ruled CS, but changed next day because rule 10.07(h) says it is not CS","2007SFN.EVN.regular.comment.csv",10
"SFN200705070",35,"$the umpires discussed whether this was a homer as it hit at the top of the wall","2007SFN.EVN.regular.comment.csv",11
"SFN200705070",44,"$the 51st time a player hit two homers in one inning","2007SFN.EVN.regular.comment.csv",12
"SFN200705260",21,"Preceding play is really 1E5 at third base","2007SFN.EVN.regular.comment.csv",13
"SFN200706080",6,"Giants right fielder Fred Lewis left the game due to an injured back","2007SFN.EVN.regular.comment.csv",14
"SFN200706100",33,"Athletics left fielder Travis Buck left the game due to an injured hand/wrist","2007SFN.EVN.regular.comment.csv",15
"SFN200706110",64,"Debut game for Nate Schierholtz","2007SFN.EVN.regular.comment.csv",16
"SFN200706120",46,"Blue Jays pitcher A. Burnett left the game due to an injured neck/shoulder","2007SFN.EVN.regular.comment.csv",17
"SFN200706130",20,"Debut game for Guillermo Rodriguez","2007SFN.EVN.regular.comment.csv",18
"SFN200706130",48,"$hard shot off Chulk's forearm. He tried a few pitches, but had to leave game","2007SFN.EVN.regular.comment.csv",19
"SFN200706230",52,"ej,bochb002,M,cuzzp901,Call at 1B Giants Manager Bruce Bochy ejected by 1B umpire Phil Cuzzi, arguing that throw pulled Cairo off the bag","2007SFN.EVN.regular.comment.csv",20
"SFN200706230",73,"Yankees shortstop Derek Jeter left the game due to an injured leg","2007SFN.EVN.regular.comment.csv",21
"SFN200706250",48,"Giants shortstop Omar Vizquel left the game due to an injured groin","2007SFN.EVN.regular.comment.csv",22
"SFN200706290",72,"$home run #750 for Bonds","2007SFN.EVN.regular.comment.csv",23
"SFN200707140",79,"Giants Randy Winn left the game due to an injured foot/ankle","2007SFN.EVN.regular.comment.csv",24
"SFN200707150",33,"$dribbler down third base line, Lowry bobbled ball, ran into runner; Lowry charged with obstruction","2007SFN.EVN.regular.comment.csv",25
"SFN200707260",46,"fan interference","2007SFN.EVN.regular.comment.csv",26
"SFN200708070",50,"$Bonds' 756th home run to pass Hank Aaron on the all-time list and set a new record; Bonds is only the third record holder in 86 years","2007SFN.EVN.regular.comment.csv",27
"SFN200708080",9,"$career homer #757","2007SFN.EVN.regular.comment.csv",28
"SFN200708080",14,"Nationals first baseman Dmitri Young left the game due to an injured leg","2007SFN.EVN.regular.comment.csv",29
"SFN200708090",12,"Giants center fielder Dave Roberts left the game due to an injured knee","2007SFN.EVN.regular.comment.csv",30
"SFN200708120",13,"fan interference","2007SFN.EVN.regular.comment.csv",31
"SFN200708240",49,"$Homer #761 for Bonds","2007SFN.EVN.regular.comment.csv",32
"SFN200708240",51,"Giants second baseman Ray Durham left the game due to an injured leg","2007SFN.EVN.regular.comment.csv",33
"SFN200709080",47,"Debut game for Dan Giese","2007SFN.EVN.regular.comment.csv",34
"SFN200709120",72,"Debut game for Erick Threets","2007SFN.EVN.regular.comment.csv",35
"SFN200709120",76,"fan interference","2007SFN.EVN.regular.comment.csv",36
"SFN200709210",1,"ej,hoppn001,P,davib902,Out of batter's box when bunted ball $Hopper ejected by HP umpire Davidson for arguing call that he out of batter's box when he bunted ball","2007SFN.EVN.regular.comment.csv",37
"SFN200709230",46,"Reds left fielder Adam Dunn left the game due to an injured knee","2007SFN.EVN.regular.comment.csv",38
