"ALS201607120",0,"$Game played at Petco Park, San Diego with the American League as the home team in a National League park; Managers: Terry Collins (New York  NL), Ned Yost (Kansas City AL); MVP: Eric Hosmer (Kansas City AL)"FILENAME_TX","LINE_NUMBER_CT"

"ALS201607120",39,"replay,5,murpd006,NLS,wintm901,SAN02,,Y,M,NLS,C $when Daniel Murphy was called out at 1B, NL manager Terry Collins challenged the ruling; the call was overturned by replay; this is the first use of replay in an All-Star Game"2016AS.EVE.asg.comment.csv",2

