"NLS197607130",0,"$Managers: Sparky Anderson (NL Cincinnati), Darrell Johnson (AL Boston); Johnson was fired four days later; MVP: George Foster (Cincinnati)","FILENAME_TX","LINE_NUMBER_CT"
"NLS197607130",6,"$ball fell in front of Rusty Staub, then rolled past him","1976AS.EVE.asg.comment.csv",2
