"KCA201409300",0,"$American League Wild Card Game; the first post-season game for the Royals since 1985","FILENAME_TX","LINE_NUMBER_CT"
"KCA201409300",23,"Athletics catcher Geovany Soto left the game due to an injured thumb","2014ALWC.EVE.post.comment.csv",2
