"CLE191705020",4,"Low throw"
"CLE191705020",11,"Running catch"
"CLE191705020",13,"Whiffed on a slow one"
"CLE191705020",15,"Guisto ran back and made a swell catch"
"CLE191705020",17,"Turner stopped terrific bounder on first hop and was cheered all the way to the bench."
"CLE191705020",19,"Running catch"
"CLE191705020",26,"Felsch fumbled"
"CLE191705020",27,"Late throw to 3B Weaver argued the call at 3B with Ump O'Loughlin"
"CLE191705020",43,"277: FC1/SH.2-3, but EBA/boxes reported hit, no SH. Smith bluffed throw to 3B but held onto it."
"CLE191705020",49,"Collins was caught off 2B and run down."
"CLE191705020",52,"Felsch: hair-raising catch of hot liner"
"CLE191705020",54,"Williams deflected it"
"CLE191705020",68,"Running catch"
"CLE191705020",76,"Roth: swell running catch"
"CLE191705020",78,"Collins ran clear to LF embankment"
"CLE191705100",10,"See comment at end of file"
"CLE191705120",26,"Turner threw too late to second - no runner advance."
"CLE191705120",54,"$Speaker took third while CF Milan was 'rubbing the ball'"
"CLE191705120",76,"Hit and run play"
"CLE191705130",33,"Ainsworth initially held at second but tried to advance on the bad throw."
"CLE191705130",52,"ej,ainse101,WS1,P,mccob104,Call at HP $Catcher Ainsmith ejected by HP umpire McCormick for arguing that Speaker was out at home when he scored from second on infield out"
"CLE191705140",62,"Speaker crowded Wamby off third."
"CLE191705150",7,"Walker cut his hand sliding into 3rd."
"CLE191705150",11,"Ruth made a bad pickoff throw and Chapman thrown out trying to advance."
"CLE191705190",69,"Hit and Run"
"CLE191705240",8,"Attempted hit and run."
"CLE191705250",71,"ej,rothb102,P,evanb901,Call at 1B $Roth ejected by 1B umpire Evans for arguing he was safe at 1st"
"CLE191705250",84,"hit wall"
"CLE191705250",86,"great stop, but then fell down and threw just late"
"CLE191705260",27,"Wamby booted ball but recovered"
"CLE191705260",36,"Hit and run play"
"CLE191706100",23,"Great one handed catch."
"CLE191706100",45,"Great running one handed catch."
"CLE191706300",79,"Speaker scores from 2nd base on SF!! "
"CLE191707020",47,"Popped into a double play."
"CLE191707020",71,"$Game called after 7 innings so Indians could catch a train to St. Louis"
"CLE191707070",47,"Bad hop grounder"
"CLE191707080",16,"ej,agnes101,P,dinnb101,Called third strike $Agnew ejected by HP umpire Dinneen for arguing strike 3"
"CLE191707090",5,"Wamby failed to tag Hobby, then threw wildly to first."
"CLE191707090",77,"Phenomenal stop and throw by Wamby."
"CLE191707110",29,"Double Steal."
"CLE191707110",35,"Attempted triple steal on 3-2 pitch."
"CLE191707120",12,"Great stop by Chapman. Evans dropped the throw."
"CLE191707120",31,"Line drive knocked down by Johnson, but he had no play."
"CLE191707120",43,"Wamby overran 3B and was tagged out."
"CLE191707120",45,"Great pickup and throw by Chapman."
"CLE191707120",69,"Double steal"
"CLE191707290",4,"Chapman threw home too late to get Foster."
"CLE191707290",19,"Judge overslid the bag and was tagged out."
"CLE191707290",44,"Coumbe made a high throw to the plate."
"CLE191707290",50,"Actually McBride entered the game earlier."
"CLE191707290",51,"Billings caucht between second and third"
"CLE191708120",49,"Felsch throw to the plate hit Speaker"
"CLE191708120",99,"Smash off McMullen's glove"
"CLE191708120",105,"Squeeze Play"
"CLE191708141",2,"Wide throw"
"CLE191708141",4,"EBA: no UR"
"CLE191708141",6,"Graney: clever running catch"
"CLE191708141",9,"Jackson: sprinting catch"
"CLE191708141",28,"Off the screen"
"CLE191708141",31,"Failed hit & run"
"CLE191708141",37,"Graney: great sprinting catch"
"CLE191708141",49,"Leibold robbed him of triple"
"CLE191708141",50,"Leibold: running catch off his shoetops"
"CLE191708141",67,"Off Risberg's glove"
"CLE191708141",72,"Evans knocked it down"
"CLE191708150",22,"Premature jump by the baserunner."
"CLE191708150",28,"Dazzling catch by Roth"
"CLE191708150",47,"McMullen out trying for an extra base."
"CLE191708170",45,"Botched squeeze play"
"CLE191708170",54,"Mays ruled out on appeal for leaving second base too soon"
"CLE191708182",47,"Deep fly to the wall in right"
"CLE191708182",76,"Squeeze play"
"CLE191708182",77,"Another squeeze play"
"CLE191708190",55,"Bad throw to 2B."
"CLE191708200",9,"hit and run play"
"CLE191708200",21,"Grover did not run out the play - so O'Neill tried too late for the force at 2B."
"CLE191708200",22,"Jamieson thought the ball had been caught so he stayed at 2B"
"CLE191708210",59,"Bodie threw wildly to 3b trying to get Smith"
"CLE191708270",61,"A triple steal! Tribes 13th steal of home for the season at this point."
