"NLS195507120",0,"$Managers: Leo Durocher (NL New York), Al Lopez (AL Cleveland)","FILENAME_TX","LINE_NUMBER_CT"
"NLS195507120",36,"umpchange,5,umphome,summb901 umpchange,5,ump1b,boggd901 umpchange,5,ump2b,soarh901 umpchange,5,ump3b,barla901 $the umpires changed positions","1955AS.EVE.asg.comment.csv",2
