"GAME ID","EVENT_ID","COMMENT_TX","FILENAME_TX","LINE_NUMBER_CT"
"NLS201707110",0,"$Managers: Brad Mills (Cleveland AL) substituting for Terry Francona who was ill; Joe Maddon (Chicago NL); MVP: Robinson Cano (Seattle AL)","2017AS.EVE.asg.comment.csv",2
