"CHN191704130",14,"Bigbee dropped fly after long run."
"CHN191704160",0,"$A light sprinkling rain fell before the start and almost all through the game.  It was far too cold for baseball."
"CHN191704160",3,"Past Zeider"
"CHN191704160",4,"Off Ruether's glove"
"CHN191704160",6,"Attempted double steal"
"CHN191704160",14,"Miller slid into the bag; close play"
"CHN191704160",19,"Vaughn knocked it down"
"CHN191704160",20,"Smith fumbled but scored a hit"
"CHN191704160",32,"Mgr Mitchell protested Ump Orth's call that it was fair"
"CHN191704160",61,"Meadows dropped it in the act of throwing to 1B Dillhoefer's ML debut"
"CHN191704180",11,"Bounced over fence?"
"CHN191704180",55,"Douglas quick pitched Snyder."
"CHN191704180",69,"Remainder of game from 4/19 Chi. Tribune and Retrosheet box."
"CHN191704180",83,"Both defensive indifference (if they happened)."
"CHN191705020",1,"High fast ball"
"CHN191705020",3,"Williams: hard running catch"
"CHN191705020",10,"Fouled off 4 pitches after 3-2 count"
"CHN191705020",12,"Groh: fast play"
"CHN191705020",21,"Doyle chased Groh back toward 1B"
"CHN191705020",27,"High fast ball"
"CHN191705020",28,"Slow ball"
"CHN191705020",32,"Shean dropped popup; Williams caught off 1B"
"CHN191705020",39,"Off Toney's bare hand"
"CHN191705020",39,"ej,grohh101,P,ortha101,Balls and strikes $Groh ejected by HP umpire Groh for arguing strike calls; at bat completed by Getz"
"CHN191705020",63,"Chase tried to score when Vaughn's throw eluded Wilson"
"CHN191705030",11,"Hit and run."
"CHN191705030",27,"Wingo's finger injured in first on foul ball."
"CHN191705030",38,"Hit and run."
"CHN191705030",63,"Balance of game derived from Retrosheet box score."
"CHN191705040",80,"Remainder of game derived from Retrosheet box score."
"CHN191705040",91,"Defensive indifference if it happened."
"CHN191705050",5,"Wilson dislocated a finger by a foul tip off Shean's bat"
"CHN191705050",6,"Chase scored when Doyle fell asleep at 2B"
"CHN191705050",37,"Close play"
"CHN191705050",75,"Through Kopf"
"CHN191706010",6,"Hit and run."
"CHN191706010",69,"Merkle dropped Zeider's throw."
"CHN191706010",75,"Remainder of game from 6/2 Chicago Tribune."
"CHN191706040",18,"Low throw"
"CHN191706040",19,"Merkle: fast play"
"CHN191706040",20,"EBN reported no DP"
"CHN191706040",24,"Williams: running catch"
"CHN191706040",29,"Rain started"
"CHN191706040",32,"'1st time this year Williams singled to LF'"
"CHN191706040",33,"Into LF bleachers"
"CHN191706040",55,"Wilson: injured throwing hand on foul tip"
"CHN191706060",1,"High bounder"
"CHN191706060",7,"Past Luderus"
"CHN191706060",14,"Whitted: leaping catch"
"CHN191706060",31,"Past Niehoff"
"CHN191706060",34,"Wind-aided"
"CHN191706060",39,"High bounder"
"CHN191706060",44,"Deduced fielding credits"
"CHN191706060",65,"Wind-aided Texas Leaguer"
"CHN191706080",28,"Hit and run."
"CHN191706080",41,"$Mitchell sent to bench from coacher's box by Rigler, not an ejection"
"CHN191706080",42,"Balance of game from 6/9 Chicago Tribune."
"CHN191706090",57,"Over the fence."
"CHN191706090",64,"Remainder of game derived from Retrosheet box score."
"CHN191706090",71,"Both defensive indifference if they happened."
"CHN191706110",2,"Douglas and Merkle let it roll"
"CHN191706110",8,"Past Zimmerman"
"CHN191706110",20,"Close play; Ump Bransfield first called him safe, then out"
"CHN191706110",34,"Just out of Fletcher's reach"
"CHN191706110",42,"Burns: spectacular catch"
"CHN191706110",50,"Zimmerman: fast play on slow roller"
"CHN191706110",51,"Off Benton's glove"
"CHN191706110",54,"Douglas knocked it down"
"CHN191706110",56,"Into LF bleachers"
"CHN191706110",58,"Into LF bleachers"
"CHN191706110",64,"Holke reached 3B on hit & run; scored on wide throw to 3B"
"CHN191706110",73,"Close play"
"CHN191706110",80,"Past Herzog"
"CHN191706120",22,"Fletcher went to third while Elliott argued with Klem."
"CHN191706120",32,"Wortman tried to score when pitch eluded Rariden."
"CHN191706120",52,"ej,doyll101,P,klemb901,Call at HP $2bman Doyle ejected by HP umpire Klem for arguing call at home"
"CHN191706120",64,"Remainder of game from 6/13 NY Times."
"CHN191706160",21,"Through the fence."
"CHN191706160",60,"Bailey injured hand diving for ball."
"CHN191706160",65,"Remainder of game from 6/17 Boston Globe."
"CHN191706240",33,"Wilson dropped throw."
"CHN191706300",8,"Wilson's finger injured by foul ball."
"CHN191706300",58,"Remainder of game from Chi. Tribune and St. Louis P-D."
"CHN191707030",6,"Groh: pretty underhand throw"
"CHN191707030",9,"Driscoll fumbled, then threw poorly"
"CHN191707030",20,"Mann: running catch"
"CHN191707030",25,"Mann overslid 3B"
"CHN191707030",38,"Groh: difficult stop"
