"ALS199107090",0,"$Managers: Tony LaRussa (Oakland AL), Lou Piniella (NL Cincinnati); MVP: Cal Ripken (Baltimore AL)","FILENAME_TX","LINE_NUMBER_CT"
"ALS199107090",19,"$first NL extra-base hit since 1987","1991AS.EVE.asg.comment.csv",2
