GAME_ID,EVENT_ID,COMMENT_TX
"PIT192504220",0,"Overflow crowd on field Niehaus's ML debut"
"PIT192504220",13,"Cuyler received great applause when he stepped to the plate"
"PIT192504220",14,"Niehaus's 1st ML AB; was given even a greater reception"
"PIT192504220",17,"Former Pirate Grimm applauded as he came to bat"
"PIT192504220",19,"Ground rule triple into RCF crowd"
"PIT192504220",20,"Ground rule triple into LF crowd"
"PIT192504220",23,"Statz came in fast"
"PIT192504220",29,"Kaufmann was becoming disgusted with the umpire's decisions"
"PIT192504220",31,"Smith tossed his bat at Ump Pfirman's feet"
"PIT192504220",33,"Near the stands"
"PIT192504220",38,"Ground rule triple into LCF crowd"
"PIT192504220",40,"Squeeze play; Barnhart easily doubled off 3B"
"PIT192504220",46,"The ball eluded Heathcote when he dove for it. During this AB, Hartnett was shaken up when he collided with the grandstand chasing Pie's foul fly, but stayed in game."
"PIT192504220",49,"Niehaus's 1st ML hit"
"PIT192504220",52,"The ball bounced off Kaufmann's shoulder"
"PIT192504220",58,"Ground rule triple into LCF crowd"
"PIT192504220",59,"From back of 3B"
"PIT192504220",63,"Ground rule triple into crowd near RF foul line"
"PIT192504220",64,"Near the box seats"
"PIT192504220",66,"No throw"
"PIT192504220",67,"Ground rule triple over Miller's head and into LF crowd"
"PIT192504220",72,"Got away from Carey"
"PIT192504230",1,"Through Moore's hands"
"PIT192504230",2,"Niehaus fumbled then threw wide to Kremer on 1B"
"PIT192504230",4,"Great running 1-handed catch near fence"
"PIT192504230",9,"Bush slipped while fielding it; Harnett muffed his throw as Barnhart crashed into him, and it rolled away."
"PIT192504230",13,"On the pitch before the walk, Grimm was hit squarely in the pants but Ump Sweeney said he didn't try to dodge the ball."
"PIT192504230",22,"Moore was fooled by the wind-blown ball."
"PIT192504230",29,"Heathcote fumbled"
"PIT192504230",30,"Off Friberg's glove"
"PIT192504230",49,"Through Heathcote"
"PIT192504230",51,"Off Barrett's glove"
"PIT192504230",54,"Over Carey to the CF fence"
"PIT192504230",63,"Over RCF fence PGT: Miller drove the ball higher and farther over the RF fence than had previously been recorded by any hitter who swings from the right side of the plate."
"PIT192504230",65,"To the scoreboard"
"PIT192504230",69,"Over Statz"
"PIT192504230",71,"Fine catch"
"PIT192504230",72,"Another fine catch"
"PIT192504230",75,"Bounced off Koupal's shins into foul territory behind 3B.  He was hurt but stayed in the game>"
"PIT192504230",80,"Over RF fence"
"PIT192504230",84,"ej,grimc101,P,odayh101,Call at 1B Grimm ejected by Ump O'Day for disputing the decision"
"PIT192504230",85,"Barnhart had trouble getting to it"
"PIT192504230",86,"Backhanded circus stop, but throw home was late"
"PIT192504240",11,"Pitchout"
"PIT192504240",18,"Soft liner over 2B got away from Wright"
"PIT192504240",39,"Infield hit back of 2B"
"PIT192504250",4,"Over LF wall"
"PIT192504250",12,"BOUNCE HR; it hit the foul line and bounced into LF bleachers"
"PIT192504250",19,"Grimm fell reaching for the wild peg by McAuley but held on while tagging the base at the same time.  Fans applauded."
"PIT192504250",21,"Fast play"
"PIT192504250",37,"High throw"
"PIT192504250",51,"1-handed catch"
"PIT192504250",53,"Pretty catch"
"PIT192504250",63,"Muffed low throw"
"PIT192504250",67,"Running catch"
"PIT192505020",4,"High throw to Wright"
"PIT192505020",14,"Over RF wall"
"PIT192505020",30,"Near the stands"
"PIT192505020",59,"Shoestring attempt by Zitzmann turned an ordinary single into HR when it got by him and rolled to LF fence."
"PIT192505020",65,"Thrilling play"
"PIT192505070",4,"Pretty stop"
"PIT192505070",6,"Cuyler failed twice to bunt before looking at strike 3"
"PIT192505070",12,"Pretty 1-handed catch by Niehaus of Traynor's high throw"
"PIT192505070",15,"Bottomley tagged Smith"
"PIT192505070",16,"1-handed scoop"
"PIT192505070",20,"Diving stop but Niehaus couldn't hold the hurried low throw."
"PIT192505070",21,"Wright fumbled momentarily"
"PIT192505070",27,"High bounder, low throw"
"PIT192505070",31,"Thrilling assist"
"PIT192505070",34,"Fine stop; Moore tried for DP but was too late"
"PIT192505070",41,"Fine burst of speed by Carey after making turn at 2B"
"PIT192505070",45,"Douthit threw to 2B thinking Cuyler would not try to score"
"PIT192505070",56,"Off the scoreboard"
"PIT192505070",63,"Hornsby swung and missed with count of 3-and-1. Off Traynor's glove but was almost nailed at 1B by Pie."
"PIT192505070",70,"Nice stop on bounder over Yde"
"PIT192505070",74,"Fast play"
"PIT192505070",80,"High bounder off Yde's glove"
"PIT192505070",82,"Moore couldn't hold onto the hard bounder"
"PIT192505070",84,"Off Wright's bare hand"
"PIT192505070",89,"Wright tried to get out of the way of the pitch.  Bottomley knocked it down then dove for the bag to beat Wright."
"PIT192505070",95,"Unassisted triple play.  With hit & run on, Wright was already moving towards 2B; he caught the liner a few steps from the bag, stepped on 2B then tagged Hornsby near 2B."
"PIT192505250",46,"Fine catch"
"PIT192505250",50,"Barnhart missed a shoestring catch"
"PIT192505250",55,"Griffith made a mighty effort at a catch"
"PIT192505250",57,"Nice diving stop"
"PIT192505250",64,"Pretty catch"
"PIT192505260",7,"Fiery liner twisted and dipped past the lunging Heathcote to the flagpole.  Cuyler scored standing up."
"PIT192505260",28,"Traynor raced home when the throw went to 2B.  McAuley's throw to get him was wide, but Hartnett recovered and threw to Jones."
"PIT192505260",30,"Thrilling assist"
"PIT192505260",36,"Pretty stop"
"PIT192505260",38,"Stole 2B & 3B on consecutive pitches"
"PIT192505260",40,"CDT reported that Carey's 1st two steals were the fault of Stueland, but Hartnett was the goat in the double steal. Gabby held the ball until Moore was almost to 2B then made a foolish peg.  Carey didn't even slide."
"PIT192505260",42,"Muffed foul after a fast run"
"PIT192505260",44,"Infield bouncer over Kremer"
"PIT192505260",45,"Thrilling 1-handed catch"
"PIT192505260",48,"Barnhart received an ovation as he came to bat; the crowd wanted his daily hit."
"PIT192505260",50,"Texas Leaguer"
"PIT192505260",60,"Fine catch"
"PIT192505260",66,"Barnhart was cheered again as he came to bat"
"PIT192505260",67,"Brett flagged Pie's mad smash"
"PIT192505260",72,"Near the scoreboard"
"PIT192505270",6,"Low throw to Grimm"
"PIT192505270",8,"No one covered the bag"
"PIT192505270",16,"To RCF fence"
"PIT192505270",18,"Fine assist"
"PIT192505270",19,"Fast play; Grantham hurt his leg running to the bag"
"PIT192505270",29,"Over RF wall, into the new stands"
"PIT192505270",42,"Hartnett tossed the ball back to the box as if there were 3 outs; Blake retrieved it in time to hold the runners."
"PIT192505270",44,"Over RF wall in front of the new stands"
"PIT192505270",47,"Fast assist"
"PIT192505270",49,"Fast play"
"PIT192505270",53,"Singled after failing twice to sacrifice"
"PIT192505270",64,"Sensational knockdown of the liner"
"PIT192505270",66,"Off Wright"
"PIT192505270",75,"Pretty catch"
"PIT192505270",85,"Fine catch at the stands"
"PIT192505280",10,"Wright scored when Blades overthrew O'Farrell"
"PIT192505280",13,"Wright played it poorly"
