GAME_ID,EVENT_ID,COMMENT_TX
"NLS197807110",0,"$Managers: Tommy Lasorda (NL Los Angeles), Billy Martin (AL New York); Vida Blue was the first pitcher to start for both leagues: OAK (1971, 1975) and SFN (1978); MVP: Steve Garvey (Los Angeles) (second time)"
