GAME_ID,EVENT_ID,COMMENT_TX
"SFN200704050",61,"Debut game for Kevin Cameron"
"SFN200704080",75,"ej,bochb002,M,wintm901,Fair/foul call on double Giants Manager Bruce Bochy ejected by 1B umpire Mike Winters for arguing that Kent's fly had landed foul"
"SFN200704180",18,"Preceding play is really 1E5 at third base"
"SFN200704200",67,"Debut game for Mike Schultz"
"SFN200705010",42,"Debut game for Alberto Arias"
"SFN200705050",54,"ej,righd001,C,reynj901,Balls and strikes Giants Pitching Coach Dave Righetti ejected by 1B umpire Jim Reynolds for arguiing balls and strikes"
"SFN200705050",70,"Debut game for Yoel Hernandez $Hernandez surrenders homer to first batter faced in career"
"SFN200705060",1,"Debut game for Tim Lincecum"
"SFN200705060",42,"$during rundown, Victorino ran towards Vizquel on the infield grass and threw out his arms to make contact; called obstruction by umpire Cederstrom; originally ruled CS, but changed next day because rule 10.07(h) says it is not CS"
"SFN200705070",35,"$the umpires discussed whether this was a homer as it hit at the top of the wall"
"SFN200705070",44,"$the 51st time a player hit two homers in one inning"
"SFN200705260",21,"Preceding play is really 1E5 at third base"
"SFN200706080",6,"Giants right fielder Fred Lewis left the game due to an injured back"
"SFN200706100",33,"Athletics left fielder Travis Buck left the game due to an injured hand/wrist"
"SFN200706110",64,"Debut game for Nate Schierholtz"
"SFN200706120",46,"Blue Jays pitcher A. Burnett left the game due to an injured neck/shoulder"
"SFN200706130",20,"Debut game for Guillermo Rodriguez"
"SFN200706130",48,"$hard shot off Chulk's forearm. He tried a few pitches, but had to leave game"
"SFN200706230",52,"ej,bochb002,M,cuzzp901,Call at 1B Giants Manager Bruce Bochy ejected by 1B umpire Phil Cuzzi, arguing that throw pulled Cairo off the bag"
"SFN200706230",73,"Yankees shortstop Derek Jeter left the game due to an injured leg"
"SFN200706250",48,"Giants shortstop Omar Vizquel left the game due to an injured groin"
"SFN200706290",72,"$home run #750 for Bonds"
"SFN200707140",79,"Giants Randy Winn left the game due to an injured foot/ankle"
"SFN200707150",33,"$dribbler down third base line, Lowry bobbled ball, ran into runner; Lowry charged with obstruction"
"SFN200707260",46,"fan interference"
"SFN200708070",50,"$Bonds' 756th home run to pass Hank Aaron on the all-time list and set a new record; Bonds is only the third record holder in 86 years"
"SFN200708080",9,"$career homer #757"
"SFN200708080",14,"Nationals first baseman Dmitri Young left the game due to an injured leg"
"SFN200708090",12,"Giants center fielder Dave Roberts left the game due to an injured knee"
"SFN200708120",13,"fan interference"
"SFN200708240",49,"$Homer #761 for Bonds"
"SFN200708240",51,"Giants second baseman Ray Durham left the game due to an injured leg"
"SFN200709080",47,"Debut game for Dan Giese"
"SFN200709120",72,"Debut game for Erick Threets"
"SFN200709120",76,"fan interference"
"SFN200709210",1,"$Hopper beat out a bunt single but was called out for being out of the batter's box when he hit the pitch; he argued and went to the dugout"
"SFN200709210",2,"ej,hoppn001,P,davib902,Out of batter's box when he hit the ball Reds Norris Hopper ejected by HP umpire Bob Davidson"
"SFN200709230",46,"Reds left fielder Adam Dunn left the game due to an injured knee"
