GAME_ID,EVENT_ID,COMMENT_TX
"PIT197010030",0,"$the assigned umpires struck to force the leagues to recognize the newly-formed Major League Umpires Association; major league umpires walked a picket line outside while minor league umpires worked the game; Debut for umpires George Grygiel, John Grimsley, Fred Blandford and Hank Morgenweck"
