GAME_ID,EVENT_ID,COMMENT_TX
"TOR198104190",32,"ej,mattb101,M,cousd901,Call at HP Blue Jays Manager Bobby Mattick ejected by HP umpire Derryl Cousins; Mattick kicked dirt on the plate after Cousins cleaned it"
"TOR198105190",63,"ej,schur101,C,kaisk901,Balls and strikes White Sox Coach Ron Schueler ejected by HP umpire Ken Kaiser"
"TOR198105290",31,"ej,martb105,M,coont901,Request to check baseball (Bumped umpire) $Ernie Whitt asked HP umpire Terry Cooney to check the ball to see if it had been altered by Matt Keough; Athletics Manager Billy Martin starting yelling from the bench and ignored a warning from Cooney to stop; after Martin was ejected by Cooney he ran onto the field and bumped Cooney; Martin kicked dirt on Cooney's shoes; when the umpire turned to walk away Martin threw two handfuls of dirt on Cooney's back"
"TOR198108140",18,"1:13 rain delay"
"TOR198108150",0,"1:45 rain delay before start of game"
"TOR198108210",63,"$Damaso Garcia fouled ball off his hand"
"TOR198108230",51,"Debut game for Fred Manrique"
"TOR198108270",2,"ej,mattb101,M,reilm901,Checked swing Blue Jays Manager Bobby Mattick ejected by 1B umpire Mike Reilly"
"TOR198109100",8,"$Al Woods booted the ball into RF and Jesse Barfield fell down"
"TOR198109100",39,"ej,mattb101,M,merrd901,Call at 3B Blue Jays Manager Bobby Mattick ejected by 3B umpire Durwood Merrill"
"TOR198109180",13,"$the ball struck Dave Steib's right hand and face"
"TOR198109200",5,"$Don Baylor rounded 2B too far"
"TOR198109200",60,"$Mark Bomback's arm stiffened up"
"TOR198109221",106,"$a basketball was thrown onto the field towards Danny Ainge who was the subject of a lawsuit because he wanted to play for the Celtics"
