GAME_ID,EVENT_ID,COMMENT_TX
"BAL197004192",53,"missing play in BAL197004192"
"BAL197005010",20,"Don Buford left with unknown injury"
"BAL197005010",47,"ej,crosf103,C,neudj901,Balls and strikes Twins Coach Frankie Crosetti ejected by HP umpire Jerry Neudecker"
"BAL197005050",0,"ej,huntb105,C,runge901,Bench jockeying Orioles Coach Billy Hunter ejected by HP umpire Ed Runge sometime in game"
"BAL197005080",52,"Bill Melton left after being struck on the nose by the foul ball"
"BAL197005242",32,"36 minute rain delay"
"BAL197006150",3,"$Dave Johnson sprained a finger making tag; left later"
"BAL197007020",4,"ej,weave801,M,odonj901,Balls and strikes Orioles Manager Earl Weaver ejected by HP umpire Jake O'Donnell"
"BAL197007030",31,"46 minute rain delay starting at 9:01 PM"
"BAL197007090",71,"34 minute rain delay before game called"
"BAL197008210",8,"Boog Powell reinjured his right heel, hurt last month"
"BAL197008250",43,"$Andy Etchebarren left game with bruised left shoulder and right ankle"
"BAL197008270",76,"ej,fernf101,P,barnl901,Official scorer's call (Threw helmet onto screen) Frank Fernandez ejected by HP umpire Larry Barnett for throwing his helmet onto the screen after scoring to protest the official scorer's ruling of an error"
"BAL197009110",100,"ej,kaske101,M,denkd901,Appeal play call (Runner failed to touch 1B denied) Red Sox Manager Eddie Kasko ejected by 1B umpire Don Denkinger when Kasko argued that Don Buford missed 1B and appealed the play; the umpires denied the appeal"
"BAL197009130",73,"Debut game for Rogelio Moret"
"BAL197009180",8,"Debut game for Roger Freed"
"BAL197009180",9,"Debut game for Don Baylor"
