GAME_ID,EVENT_ID,COMMENT_TX
"PHI197104110",57,"$Debut game for Ernie McAnally"
"PHI197104130",35,"$Gene Clines started for 2B on the error"
"PHI197104140",64,"ej,luccf801,M,wendh901,Foul ball non-call on passed ball Phillies Manager Frank Lucchesi ejected by HP umpire Harry Wendelstedt; Lucchesi claimed that Bob Robertson had fouled the pitch that sailed past catcher Tim McCarver; Wendelstedt accused Lucchesi of putting on a show and Lucchesi cussed Wendelstedt"
"PHI197104180",42,"ej,bowal001,P,wendh901,Call at 1B Larry Bowa ejected by 1B umpire Harry Wendelstedt"
"PHI197105070",13,"$hard bunt past the charging Don Money and through Larry Bowa covering 3B"
"PHI197106290",60,"ej,boswk101,P,donaa901,Arguing call at 1B ej,hodgg101,M,donaa901,Arguing call at 1B $Boswell and New York manager Hodges ejected by 1B umpire Donatelli for arguing call at 1B"
"PHI197106300",55,"$Pete Rose out on appeal for leaving 1B too soon"
"PHI197107010",28,"Larry Bowa struck on foot"
"PHI197107101",26,"John Vukovich's casual throw late"
"PHI197107101",51,"Don Money hit on back"
"PHI197107110",77,"$Veteran Stadium fences raised from 8 ft to 12 ft after today"
"PHI197107230",0,"$Veteran Stadium fences raised from 8 ft to 12 ft starting today"
"PHI197107240",10,"$Deron Johnson's throw hit runner"
"PHI197107240",40,"$Rick Wise struck on end of ring finger by ball; finger already had bone bruise; Wise suffered dislocated finger which trainer put back in and taped it to little finger"
"PHI197107250",7,"$Chris Cannizzaro called for obstruction during rundown"
"PHI197107250",56,"$Ron Santo struck on right hand by line drive"
"PHI197107260",50,"Johnny Edwards left with injured right hand"
"PHI197108010",0,"Suspend=19710907,,6,3,67 Protest=X"
"PHI197108010",80,"$Joe Hoerner left hurt"
"PHI197108010",95,"1:49 rain delay"
"PHI197108010",96,"$Deron Johnson held Lou Brock and ran down Julian Javier who escaped back to 1B while Brock scored"
"PHI197108010",101,"umpchange,12,umphome,kiblj901 umpchange,12,ump1b,froeb901 umpchange,12,ump2b,barla901 umpchange,12,ump3b,pryop901 suspended,19710907,PHI12,protested - unplayable field $31 minute rain delay; game was to revert to 3-3 tie when rain removal machine broke down before making field playable; the Cardinals protested and won; game resumed on 9/7 with new umpires"
"PHI197108030",67,"previous two plays one play on same pitch"
"PHI197108040",47,"rain started"
"PHI197108040",78,"rain delay"
"PHI197109020",6,"$Debut game for Mike Anderson"
"PHI197109030",39,"$Debut game for Manny Muniz"
"PHI197109041",20,"$Wayne Twitchell did not cover 1B"
"PHI197109050",40,"Tim McCarver left with thigh bruise"
"PHI197109061",30,"ej,mccat101,P,barla901,Punching Lou Brock $Manny Muniz threw inside pitch to Lou Brock which sailed to the backstop; Tim McCarver and Brock fight; McCarver ejected by HP umpire Al Barlick"
"PHI197109061",35,"$Bob Gibson threw a pitch behind Mike Ryan, who replaced Tim McCarver; Gibson warned by HP umpire Al Barlick"
"PHI197109061",57,"Mike Ryan left after being hit by foul ball"
"PHI197109070",0,"$suspended game of 8/1 completed before this game"
"PHI197109070",76,"ej,luccf801,M,barla901,Balk call Phillies Manager Frank Lucchesi ejected by 2B umpire Al Barlick when Joe Hoerner was called for a balk on a pick off attempt"
