GAME_ID,EVENT_ID,COMMENT_TX
"KCA198504080",62,"Debut game for Lou Thornton"
"KCA198504100",65,"Debut game for Manuel Lee"
"KCA198504170",38,"$Marty Barrett failed to touch the bag"
"KCA198504290",0,"1:18 rain delay before start of game"
"KCA198504290",14,"ej,corrp102,M,voltv901,Call at HP Indians manager Pat Corrales ejected by HP umpire Vic Voltaggio for arguing the tag play on Steve Balboni"
"KCA198504290",59,"$Brett Butler collided with SS Buddy Biancalana; both benches cleared"
"KCA198506200",0,"ej,gardb101,M,phild901,Checked swing Twins manager Billy Gardner ejected by 3B umpire Dave Phillips arguing a checked swing sometime in game"
"KCA198508050",42,"ej,mcrah001,P,hendt901,Balls and strikes Hal McRae ejected by HP umpire Ted Hendry after the second strike"
"KCA198508081",77,"Debut game for Bob Hegman"
"KCA198508082",0,"ej,howsd101,M,younl901,Balls and strikes Royals manager Dick Howser ejected by HP umpire Larry Young sometime in game"
"KCA198508190",0,"Debut for umpire Dale Scott"
"KCA198508230",0,"ej,ferrm101,C,brinj901,Call at 3B Royals coach Mike Ferraro ejected by 3B umpire Joe Brinkman sometime in game"
"KCA198508250",41,"$Gary Ward called for interference"
"KCA198508260",7,"$Gary Ward rounded 3B too far"
"KCA198509160",49,"$Lonnie Smith called for interference"
"KCA198509170",62,"Debut game for Tony Ferreira"
"KCA198509190",84,"$John Moses rounded 3B too far"
"KCA198510050",48,"DWS: really one play, separate for now"
