GAME_ID,EVENT_ID,COMMENT_TX
"MIL197706070",1,"Debut game for Lary Sorensen"
"MIL197706110",32,"$Von Joshua called for interference for running into his own batted ball"
"MIL197706170",0,"1:30 rain delay sometime in game"
"MIL197706180",56,"Debut game for Rance Mulliniks"
"MIL197707101",59,"Debut game for Ramon Aviles"
"MIL197707101",62,"ej,joshv101,P,merrd901,Called third strike Von Joshua ejected by HP umpire Durwood Merrill as Quirk grounded out to 1B; since Merrill had called time just prior to the pitch, Quirk was allowed to remain at bat"
"MIL197707120",21,"Debut game for Dick Davis"
"MIL197707160",17,"Debut game for Ed Romero"
"MIL197707170",59,"Debut game for Dave Criscione"
"MIL197708180",9,"$Dwight Evans and Rick Miller collided on Von Joshua's fly ball"
"MIL197708300",54,"Robin Yount rounded 3B too far"
"MIL197709170",39,"Debut game for Steve McCatty"
"MIL197709300",51,"game called for rain"
