GAME_ID,EVENT_ID,COMMENT_TX
"OAK199704020",59,"Debut game for Steve Kline"
"OAK199705120",40,"ej,fiscb801,C,shulj901,Call at 1B Athletics coach Brad Fischer ejected by 1B umpire John Shulock"
"OAK199705180",20,"Debut game for Scott Sheldon"
"OAK199706280",1,"Debut game for Brad Rigby"
"OAK199706300",33,"ej,clucb801,C,culbf901,Check swing Athletics coach Bob Cluck ejected by 3B umpire Fieldin Culbreth sometime in fourth inning"
"OAK199707010",80,"ej,clucb801,C,mcclt901,Balls and strikes Athletics coach Bob Cluck ejected by HP umpire Tim McClelland sometime in eighth inning"
"OAK199707160",78,"Debut game for Tim Kubinski"
"OAK199707160",79,"Debut game for Ryan Long"
"OAK199707160",83,"Debut game for Gary Haught"
"OAK199707200",0,"ej,howea001,M,cobld901,Balls and strikes Athletics manager Art Howe ejected by HP umpire Drew Coble sometime in game"
"OAK199708230",8,"ej,cansj001,P,millb901,Balls and strikes Jose Canseco ejected by HP umpire Bill Miller"
"OAK199708270",14,"Debut game for Miguel Tejada"
"OAK199709030",6,"Debut game for Ben Grieve"
"OAK199709190",75,"Debut game for Giomar Guevara"
